Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
0,3,-1.4948083210350502,4,1,-0.06199888922968463,0,1,0,1,0
1,3,-1.977024161210636,1,2,-0.23415046467497105,0,1,0,0,1
0,1,1.122934811346702,0,0,0.9462455716384695,0,1,1,0,0
0,3,,0,0,-0.49237782784290063,0,1,0,1,0
0,2,-0.9437045036915235,0,0,-0.12491978668775715,0,1,0,0,1
0,3,,8,2,0.7519458402879414,1,0,0,0,1
0,1,,0,0,-0.030371322596999754,0,1,1,0,0
0,3,-0.3237127091800559,0,0,-0.4894421904510968,0,1,0,0,1
0,2,0.6407189711711159,0,0,-0.3866707201133388,0,1,0,0,1
1,1,1.3295987428505243,0,0,-0.1263453225405672,1,0,0,0,1
1,3,0.08961515382758917,0,0,-0.4735861242916626,1,0,0,0,1
0,3,0.020727176659648322,0,0,-0.5028639729296732,0,1,1,0,0
0,3,0.020727176659648322,1,1,-0.1621689579829361,1,0,0,0,1
0,2,0.2962790853314117,0,0,-0.3866707201133388,0,1,0,0,1
1,2,0.08961515382758917,1,1,-0.11988611489111134,1,0,0,0,1
1,1,-1.2881443895312277,1,2,1.7677408088510642,0,1,0,0,1
1,3,-2.0169791879680417,0,1,-0.47694056317694733,0,1,1,0,0
1,3,-0.1859367548441742,0,0,-0.5079822104125026,0,1,0,0,1
0,3,0.08961515382758917,0,0,-0.4918744606632361,0,1,0,0,1
0,1,0.6407189711711159,0,0,-0.6484216535389205,0,1,0,0,1
0,3,-0.8059285493556418,0,0,-0.4918744606632361,1,0,0,0,1
0,2,0.6407189711711159,0,0,-0.3866707201133388,0,1,0,0,1
1,1,0.22739110816347086,1,0,0.4207302360686478,1,0,0,0,1
0,3,-0.25482473201211503,0,0,-0.4896093083547455,0,1,0,0,1
0,3,0.6407189711711159,0,0,-0.1621689579829361,0,1,0,0,1
0,2,0.36516706249935255,0,0,-0.43700743807979686,0,1,0,0,1
0,3,-1.6325842753709319,4,2,-0.01870931177853076,1,0,0,0,1
0,3,0.055171165243618744,0,0,-0.4863374216869257,0,1,0,0,1
0,1,,0,0,-0.6484216535389205,0,1,0,0,1
0,3,-0.4614886635159376,0,0,-0.4888542575852486,1,0,0,0,1
0,2,0.08961515382758917,1,1,0.09664633805084172,0,1,1,0,0
0,3,0.9162708798428792,0,0,-0.5185529211854588,0,1,0,0,1
0,3,-1.3570323666991686,3,2,-0.08666388103324908,0,1,0,0,1
1,1,1.5362626743543468,1,1,1.2341715984066093,1,0,0,0,1
1,3,-0.1859367548441742,0,0,-0.47400492578514347,0,1,0,0,1
0,1,0.571830994003175,0,0,-0.6484216535389205,0,1,0,0,1
1,3,-0.1859367548441742,0,1,-0.397241430886295,1,0,0,0,1
0,3,-1.9081361840426954,4,1,0.1506737441786005,0,1,0,0,1
0,3,,0,0,-0.5084855775921673,0,1,0,1,0
0,3,,0,0,0.48910360681684706,0,1,0,0,1
1,2,-1.977024161210636,0,2,0.09664633805084172,0,1,1,0,0
1,3,,0,0,-0.49237782784290063,0,1,0,1,0
1,1,2.225142446033755,0,0,0.962353321387736,1,0,0,0,0
1,3,-1.0125924808594644,1,0,-0.3573908580066095,1,0,1,0,0
1,2,-1.9887351173291863,1,1,-0.2708962687904854,0,1,0,0,1
0,3,,0,0,-0.5028639729296732,0,1,1,0,0
0,3,-0.4614886635159376,0,0,-0.4902797934380587,0,1,0,0,1
0,3,-0.8059285493556418,0,0,-0.48130374989027985,0,1,0,0,1
1,1,0.6407189711711159,1,1,1.0259447039291216,1,0,1,0,0
0,3,-0.5992646178518193,0,0,-0.47400492578514347,0,1,0,0,1
0,3,,0,0,-0.4863374216869257,0,1,0,0,1
1,3,0.15850313099553,0,0,0.48910360681684706,0,1,0,0,1
1,1,,0,0,-0.05042144409739929,0,1,1,0,0
0,3,-0.6681525950197601,0,0,-0.4888542575852486,0,1,0,0,1
0,2,-0.9437045036915235,0,0,-0.43700743807979686,0,1,0,0,1
1,1,0.020727176659648322,0,0,-0.024246350754841113,1,0,1,0,0
0,3,0.33072307391538214,0,0,-0.5188046047752911,0,1,1,0,0
0,3,-0.8748165265235827,0,0,-0.47400492578514347,0,1,0,0,1
0,3,0.8473829026749384,0,0,-0.49640476528021726,0,1,0,0,1
0,3,,8,2,0.7519458402879414,0,1,0,0,1
0,3,0.36516706249935255,0,0,-0.4894421904510968,0,1,1,0,0
0,2,-0.11704877767623337,0,1,0.016023023618325298,0,1,0,0,1
1,1,,1,0,1.145663540471827,1,0,1,0,0
0,3,-1.7703602297068137,4,2,-0.01870931177853076,0,1,0,0,1
0,3,3.0000000000000004,0,0,-0.4918744606632361,0,1,0,0,1
0,3,-1.4259203438671093,1,1,-0.3414522396297103,1,0,1,0,0
1,1,-0.9437045036915235,0,1,0.14488502161245778,1,0,0,0,1
0,2,0.9851588570108202,1,0,-0.12491978668775715,1,0,0,0,1
1,3,-0.8059285493556418,0,1,-0.4601623283443675,1,0,0,0,1
1,1,1.054046834178761,1,1,2.671117778445337,1,0,0,0,1
1,1,1.4673746971864061,0,0,-0.11384570873513637,0,1,0,0,1
1,3,-0.3926006863479967,0,3,-0.26066180729354516,1,0,1,0,0
0,3,,0,0,-0.5028639729296732,0,1,1,0,0
0,3,0.7784949255069976,2,0,-0.36435544630444866,0,1,0,0,1
0,2,-0.5992646178518193,1,0,-0.41687275089321363,0,1,0,0,1
1,1,1.2607107656825836,0,0,-0.1263453225405672,1,0,0,0,1
0,3,,8,2,0.7519458402879414,1,0,0,0,1
0,2,-0.3926006863479967,0,0,-0.3866707201133388,0,1,0,0,1
1,2,0.8473829026749384,0,0,-0.3866707201133388,1,0,0,0,1
1,2,-0.1859367548441742,1,0,-0.3693891181010945,1,0,1,0,0
0,1,0.08961515382758917,0,0,0.3682954836973478,0,1,0,0,1
0,3,,0,0,-0.45714212526638004,0,1,0,0,1
1,3,-1.7703602297068137,1,1,-0.4242561406845337,0,1,0,0,1
0,3,-0.25482473201211503,0,0,-0.4894421904510968,0,1,0,0,1
1,1,1.1918227885146426,1,1,0.40974072380221066,1,0,0,0,1
0,1,0.22739110816347086,0,0,-0.5477482176060045,0,1,0,0,1
0,3,1.1918227885146426,0,0,-0.46720946885967163,0,1,0,0,1
1,2,-0.11704877767623337,1,0,-0.16518916106092355,1,0,1,0,0
1,3,-1.0125924808594644,0,0,-0.5029485386158568,1,0,1,0,0
0,3,-0.6681525950197601,0,0,-0.45017955043725955,0,1,0,0,1
0,3,-0.7370405721877009,0,0,-0.4894421904510968,0,1,0,0,1
0,3,,0,0,-0.4894421904510968,0,1,0,0,1
1,1,1.8118145830261103,0,1,1.0259447039291216,1,0,1,0,0
1,2,-0.3237127091800559,0,1,-0.12491978668775715,1,0,0,0,1
0,3,0.22739110816347086,0,0,-0.4894421904510968,0,1,0,0,1
0,3,-0.5303766406838785,0,0,-0.4366711888037809,1,0,0,0,1
0,2,-0.11704877767623337,0,0,-0.43700743807979686,0,1,0,0,1
0,3,-0.3237127091800559,0,0,-0.5064721088735089,0,1,0,0,1
0,3,0.6407189711711159,0,5,-0.06199888922968463,1,0,0,1,0
0,2,-0.1859367548441742,0,0,-0.3866707201133388,0,1,0,0,1
1,1,-0.7370405721877009,0,0,-0.04438103794142432,1,0,0,0,1
0,3,,1,2,-0.17626323901354432,1,0,0,0,1
1,1,-0.25482473201211503,0,0,-0.04438103794142432,0,1,1,0,0
0,3,0.15850313099553,0,0,-0.49237782784290063,0,1,0,1,0
